time,angle
22216,54.64
22217,54.18
22218,54.64
22219,56.02
22221,56.02
22222,55.1
22223,56.02
22224,56.48
22225,56.02
22226,58.32
22227,56.48
22228,57.4
22230,56.48
22231,57.4
22232,59.69
22233,59.69
22235,59.23
22236,60.15
22237,60.61
22238,60.61
22239,61.07
22240,61.53
22241,60.15
22242,61.99
22243,62.45
22244,62.45
22245,63.37
22246,64.29
22247,63.37
22249,62.91
22250,64.74
22251,64.74
22252,66.12
22253,66.12
22254,66.12
22255,66.58
22256,66.58
22257,67.04
22258,67.96
22259,67.5
22260,67.96
22261,67.96
22263,68.42
22264,68.88
22265,69.34
22266,69.34
22267,70.26
22268,70.26
22269,69.34
22270,71.17
22272,71.63
22273,72.55
22274,72.09
22275,73.01
22277,72.55
22278,73.47
22279,73.93
22280,74.39
22281,71.17
22282,72.55
22283,72.55
22284,73.93
22285,74.85
22286,73.01
22287,73.47
22288,72.55
22289,73.47
22291,73.93
22292,73.47
22293,73.47
22294,74.39
22295,75.31
22296,75.31
22297,74.85
22298,76.22
22299,76.68
22300,76.68
22301,77.14
22302,76.68
22304,76.22
22305,78.06
22306,78.06
22307,78.98
22308,79.44
22309,78.98
22310,78.52
22311,78.52
22312,78.98
22313,80.36
22315,79.44
22316,81.28
22317,80.36
22319,81.28
22320,81.28
22321,80.82
22322,81.73
22323,81.73
22324,82.65
22325,83.11
22326,82.65
22327,83.11
22328,83.57
22329,83.11
22330,84.03
22331,83.11
22333,83.57
22334,84.03
22335,84.95
22336,84.49
22337,85.41
22338,84.95
22339,85.87
22340,86.33
22341,85.87
22342,85.87
22343,87.7
22344,90.46
22346,87.24
22347,88.62
22348,90.92
22349,108.83
22350,105.15
22351,89.08
22352,100.56
22353,88.16
22354,88.62
22355,88.62
22358,89.08
22359,101.48
22360,90.92
22361,104.69
22362,105.15
22363,88.62
22364,102.86
22365,102.4
22367,104.23
22368,91.38
22369,103.78
22370,91.84
22371,99.64
22372,89.54
22373,90.46
22374,91.38
22375,95.51
22376,90.46
22378,90
22379,90.46
22380,95.05
22381,90.46
22382,90.46
22383,90.46
22384,96.89
22385,93.67
22386,90.46
22387,89.08
22388,90.92
22389,90.92
22391,90.46
22392,90.46
22393,88.62
22394,91.38
22395,90.46
22396,89.54
22397,90
22398,90
22400,89.54
22401,89.54
22402,89.08
22403,90
22404,89.54
22406,89.54
22407,89.54
22408,90
22409,89.54
22410,88.62
22411,88.62
22412,89.08
22413,91.84
22414,89.54
22415,89.08
22416,89.08
22417,90
22418,89.08
22420,88.16
22421,88.62
22422,92.3
22423,88.16
22424,88.62
22425,89.54
22426,95.51
22427,88.16
22428,88.16
22429,88.16
22430,91.38
22431,87.7
22433,88.62
22434,89.08
22435,89.08
22436,87.24
22437,88.16
22438,88.62
22439,88.16
22440,88.62
22441,88.62
22443,88.62
22444,90
22445,88.62
22446,88.16
22448,88.16
22449,87.7
22450,89.08
22451,88.62
22452,88.62
22453,89.08
22454,88.62
22455,89.08
22456,89.08
22457,88.16
22458,90
22459,88.62
22460,89.08
22462,88.62
22463,89.08
22464,88.62
22465,89.54
22466,89.08
22467,89.08
22468,89.08
22469,89.08
22470,89.08
22471,88.16
22472,89.08
22473,89.54
22475,87.7
22476,88.62
22477,87.7
22478,88.62
22479,89.08
22480,87.7
22481,89.08
22482,88.62
22483,88.62
22484,88.62
22486,88.62
22487,90
22488,88.62
22490,88.62
22491,88.62
22492,88.16
22493,88.62
22494,88.62
22495,88.62
22496,88.62
22497,88.16
22498,88.16
22499,87.7
22500,88.16
22501,88.62
22502,88.16
22504,92.76
22505,88.62
22506,87.7
22507,89.08
22508,91.38
22509,88.62
22510,88.16
22511,87.7
22512,91.38
22513,87.7
22514,88.62
22515,87.7
22517,91.38
22518,88.62
22519,87.7
22520,87.7
22521,88.16
22522,87.7
22523,88.62
22524,87.7
22525,89.08
22526,90.46
22528,88.62
22529,86.79
22530,88.16
22532,87.7
22533,87.7
22534,88.62
22535,87.7
22536,88.16
22537,88.16
22538,88.16
22539,86.79
22540,88.16
22541,90
22542,88.16
22543,87.7
22545,88.16
22546,88.16
22547,86.79
22548,88.16
22549,88.62
22550,88.16
22551,88.16
22552,88.16
22553,88.16
22554,88.62
22555,88.16
22556,88.16
22557,87.7
22559,87.7
22560,88.62
22561,87.7
22562,88.16
22563,88.16
22564,89.54
22565,88.16
22566,88.62
22567,87.7
22568,90
22569,86.79
22571,87.7
22572,87.7
22574,89.08
22575,87.7
22576,88.62
22577,88.62
22578,93.67
22579,88.16
22580,88.62
22581,88.62
22582,87.7
22583,88.16
22584,88.16
22585,88.16
22587,91.84
22588,88.16
22589,88.62
22590,86.79
22591,87.7
22592,90.92
22593,88.16
22594,87.7
22595,87.7
22596,90
22597,87.7
22598,87.7
22599,88.62
22601,89.08
22602,88.62
22603,87.7
22604,88.16
22605,87.7
22606,87.7
22607,88.16
22608,86.79
22609,88.16
22610,86.79
22611,87.7
22612,88.62
22614,87.7
22616,90
22617,88.62
22618,88.16
22619,88.62
22620,89.08
22621,87.7
22622,87.7
22623,88.16
22624,90
22625,87.7
22626,88.16
22627,88.16
22629,90.92
22630,87.7
22631,88.62
22632,87.7
22633,88.16
22634,86.79
22635,88.16
22636,86.79
22637,88.62
22638,87.7
22639,86.79
22640,88.62
22641,91.84
22643,87.24
22644,87.7
22645,88.62
22646,93.67
22647,88.16
22648,88.16
22649,88.16
22650,88.16
22651,89.08
22652,88.16
22653,87.7
22654,88.16
22656,90
22658,88.16
22659,88.16
22660,88.16
22661,90
22662,87.7
22663,88.16
22664,88.16
22665,89.08
22666,86.79
22667,88.62
22668,88.16
22669,87.7
22671,88.16
22672,88.16
22673,88.16
22674,87.7
22675,88.62
22676,88.16
22677,87.7
22678,88.62
22679,87.7
22680,88.62
22681,87.7
22682,88.16
22683,86.79
22685,87.7
22686,87.7
22687,88.62
22688,89.08
22689,88.16
22690,88.62
22691,88.62
22692,88.62
22693,88.16
22694,88.62
22695,88.16
22696,90.46
22697,88.16
22700,86.79
22701,88.62
22702,91.38
22703,88.16
22704,86.79
22705,87.7
22706,88.62
22707,88.16
22708,87.7
22709,87.7
22710,92.76
22711,87.7
22713,87.7
22714,87.7
22715,88.16
22716,88.62
22717,88.16
22718,87.7
22719,88.62
22720,87.7
22721,88.16
22722,88.16
22723,87.7
22724,89.54
22725,87.7
22727,88.62
22728,88.16
22729,90.46
22730,88.16
22731,88.16
22732,88.16
22733,88.16
22734,87.7
22735,87.7
22736,88.16
22737,87.7
22738,89.54
22740,87.7
22742,88.16
22743,88.16
22744,87.7
22745,88.62
22746,88.16
22747,86.33
22748,91.38
22749,87.7
22750,88.16
22751,88.16
22752,89.08
22753,87.7
22755,87.7
22756,88.62
22757,91.84
22758,87.24
22759,88.62
22760,88.62
22761,88.16
22762,86.79
22763,87.7
22764,88.62
22765,87.7
22766,88.16
22767,88.16
22769,87.7
22770,86.79
22771,88.16
22772,88.62
22773,88.62
22774,86.79
22775,90.46
22776,88.16
22777,88.16
22778,88.16
22779,88.16
22780,88.16
22782,88.16
22784,88.16
22785,90.46
22786,88.16
22787,88.16
22788,88.62
22789,90
22790,87.7
22791,88.16
22792,88.16
22793,88.62
22794,88.16
22795,88.16
22797,87.7
22798,88.62
22799,87.7
22800,86.79
22801,87.7
22802,88.62
22803,88.16
22804,88.16
22805,88.62
22806,87.7
22807,88.62
22808,87.7
22809,87.7
22811,87.24
22812,90.92
22813,88.16
22814,87.7
22815,88.16
22816,89.54
22817,88.16
22818,88.16
22819,88.16
22820,91.38
22821,88.16
22822,88.16
22824,88.16
22825,88.16
22827,87.7
22828,88.62
22829,88.16
22830,88.62
22831,88.16
22832,87.7
22833,88.16
22834,89.08
22835,86.79
22836,87.7
22837,87.7
22839,88.16
22840,90.92
22841,88.62
22842,88.16
22843,87.7
22844,88.62
22845,87.7
22846,88.62
22847,88.16
22848,89.54
22849,87.7
22850,88.16
22851,87.7
22853,90.92
22854,86.79
22855,87.7
22856,87.7
22857,90.46
22858,86.79
22859,87.7
22860,88.16
22861,90.92
22862,88.62
22863,88.16
22864,88.16
22866,87.7
22867,88.16
22868,87.7
22870,88.16
22871,88.62
22872,90.92
22873,88.16
22874,88.16
22875,88.16
22876,89.54
22877,86.79
22878,88.16
22879,88.62
22881,88.16
22882,88.62
22883,88.16
22884,88.16
22885,91.84
22886,88.16
22887,88.16
22888,88.16
22889,88.62
22890,88.16
22891,87.7
22892,88.62
22893,88.16
22895,87.7
22896,88.16
22897,87.7
22898,88.62
22899,91.38
22900,88.16
22901,88.62
22902,87.7
22903,90.46
22904,87.7
22905,88.16
22906,88.16
22908,88.16
22909,88.16
22910,88.62
22912,88.16
22913,89.08
22914,87.7
22915,87.7
22916,88.62
22917,87.7
22918,87.7
22919,87.7
22920,88.16
22921,92.3
22923,87.7
22924,87.7
22925,88.16
22926,87.24
22927,89.08
22928,88.62
22929,88.16
22930,87.7
22931,86.79
22932,88.16
22933,88.62
22934,88.62
22936,90.46
22937,87.7
22938,88.16
22939,88.16
22940,90
22941,88.16
22942,88.16
22943,87.7
22944,91.38
22945,87.7
22946,88.16
22947,88.16
22948,87.7
22950,88.62
22951,87.7
22952,87.7
22953,88.16
22955,88.16
22956,88.16
22957,88.16
22958,88.16
22959,87.7
22960,88.16
22961,88.62
22962,88.62
22963,91.84
22965,88.16
22966,88.16
22967,88.62
22968,89.08
22969,88.62
22970,88.16
22971,87.7
22972,89.54
22973,86.79
22974,88.16
22975,87.7
22976,90
22978,88.16
22979,87.7
22980,87.7
22981,89.54
22982,88.16
22983,88.62
22984,88.62
22985,89.08
22986,90
22987,86.79
22988,86.79
22989,88.16
22990,88.16
22992,88.16
22993,86.79
22994,86.79
22995,89.54
22996,87.7
22998,88.62
22999,88.16
33000,-0.46
33001,0
33001,-0.46
33002,-0.46
33003,0
33003,-1.38
33004,18.83
33005,32.14
33006,33.52
33006,30.77
33007,34.44
33008,28.47
33009,29.39
33010,30.31
33010,28.47
33011,22.96
33012,25.26
33013,28.01
33014,22.04
33015,26.17
33016,22.5
33017,18.83
33018,22.04
33020,19.29
33021,17.45
33022,17.91
33024,18.83
33025,17.91
33026,17.91
33027,16.99
33028,20.66
33029,19.29
33030,18.37
33031,16.99
33032,17.91
33033,16.99
33035,16.99
33036,17.45
33037,16.53
33038,16.53
33039,22.5
33040,16.99
33041,21.58
33042,21.58
33043,20.2
33044,15.15
33045,19.29
33046,17.45
33047,16.99
33049,16.53
33050,17.91
33051,18.37
33052,18.37
33053,17.91
33054,19.74
33055,17.91
33056,17.91
33057,17.91
33058,17.45
33059,17.45
33060,17.45
33062,18.37
33063,16.53
33064,18.37
33065,17.45
33067,17.91
33068,18.37
33069,16.99
33070,18.83
33071,17.45
33072,18.37
33073,17.91
33074,19.29
33075,19.74
33077,18.83
33078,19.29
33079,20.2
33080,18.83
33081,18.37
33082,19.29
33083,20.2
33084,20.66
33085,21.58
33086,18.83
33087,19.74
33088,21.12
33090,21.58
33091,22.04
33092,21.58
33093,21.58
33094,22.04
33095,22.04
33096,23.42
33097,23.88
33098,22.96
33099,23.42
33100,23.42
33101,24.8
33102,24.8
33104,25.26
33105,25.71
33106,25.26
33107,25.71
33108,27.55
33110,28.47
33111,26.63
33112,27.09
33113,27.55
33114,28.01
33115,28.47
33116,28.47
33117,29.39
33119,29.85
33120,30.77
33121,30.77
33122,30.77
33123,31.22
33124,31.68
33125,32.6
33126,33.52
33127,33.06
33128,32.14
33129,31.22
33130,33.98
33132,33.98
33133,34.44
33134,34.44
33135,34.44
33136,34.9
33137,35.82
33138,35.82
33139,36.28
33140,35.82
33141,36.73
33142,37.19
33143,38.11
33144,37.65
33146,37.65
33147,38.11
33148,38.11
33149,39.03
33150,39.95
33152,40.41
33153,39.95
33154,39.95
33155,40.87
33156,40.41
33157,40.87
33158,41.33
33159,41.33
33161,41.79
33162,42.7
33163,42.7
33164,42.7
33165,43.62
33166,44.08
33167,43.62
33168,43.62
33169,43.62
33170,45
33171,45
33172,46.38
33174,46.38
33175,46.84
33176,47.76
33177,47.3
33178,47.3
33179,48.67
33180,48.67
33181,49.13
33182,50.51
33183,50.51
33184,49.59
33185,50.51
33186,51.89
33188,51.89
33189,52.35
33190,52.35
33191,53.27
33192,52.81
33193,53.72
33195,53.72
33196,54.18
33197,53.72
33198,54.64
33199,55.1
33200,56.02
33201,56.02
33203,56.94
33204,55.56
33205,56.48
33206,57.4
33207,57.86
33208,58.32
33209,58.78
33210,58.78
33211,59.69
33212,59.23
33213,60.61
33214,61.07
33216,60.61
33217,61.07
33218,61.07
33219,60.61
33220,61.99
33221,61.53
33222,62.91
33223,61.99
33224,63.83
33225,63.83
33226,64.29
33227,63.83
33228,65.2
33230,64.74
33231,65.66
33232,65.66
33233,66.58
33234,66.12
33235,66.58
33236,67.5
33238,67.04
33239,67.5
33240,67.96
33241,69.34
33242,69.34
33244,69.34
33245,68.42
33246,69.34
33247,70.71
33248,70.26
33249,70.71
33250,70.71
33251,71.63
33252,71.17
33253,72.55
33254,73.01
33255,73.93
33256,73.47
33258,73.93
33259,74.39
33260,73.93
33261,74.39
33262,75.77
33263,74.85
33264,73.47
33265,73.47
33266,70.71
33267,74.39
33268,73.47
33269,73.01
33270,72.09
33272,74.39
33273,75.31
33274,74.85
33275,74.85
33276,76.22
33277,76.22
33278,75.77
33280,76.22
33281,76.68
33282,76.22
33283,77.14
33284,77.6
33286,76.68
33287,79.44
33288,79.44
33289,79.44
33290,78.98
33291,79.44
33292,78.06
33293,78.98
33294,79.9
33295,80.82
33296,81.28
33297,81.28
33298,81.28
33300,82.19
33301,80.82
33302,82.65
33303,82.19
33304,82.65
33305,83.11
33306,83.11
33307,83.11
33308,85.41
33309,83.57
33310,83.11
33311,84.95
33312,98.72
33314,84.49
33315,84.49
33316,84.95
33317,84.03
33318,85.87
33319,85.87
33320,86.79
33321,85.87
33323,86.79
33324,87.7
33325,89.08
33326,109.74
33328,102.4
33329,87.24
33330,92.76
33331,88.16
33332,87.7
33333,89.54
33334,101.02
33335,89.54
33336,99.18
33337,88.62
33339,90.92
33340,104.69
33341,93.21
33342,106.07
33343,93.21
33344,101.02
33345,102.86
33346,92.3
33348,101.48
33349,94.13
33350,98.27
33351,90
33352,90
33353,89.54
33354,95.05
33355,90
33356,90.92
33357,92.76
33358,94.13
33359,90.46
33361,90.92
33362,90.46
33363,94.13
33364,90.92
33366,90.46
33367,90.46
33368,90
33369,89.54
33370,90
33371,90
33372,89.54
33373,90.46
33374,90
33376,88.16
33377,90
33378,90
33379,89.08
33380,89.54
33381,89.54
33382,89.54
33383,89.54
33384,89.54
33385,89.08
33386,90
33387,89.08
33389,89.08
33390,89.08
33391,90
33392,88.62
33393,89.08
33394,89.08
33395,88.62
33396,91.84
33397,87.7
33398,89.08
33399,88.62
33400,89.54
33401,88.16
33403,89.08
33404,89.08
33405,93.67
33406,88.16
33408,88.62
33409,88.62
33410,91.84
33411,88.62
33412,88.62
33413,88.62
33414,92.76
33415,87.7
33417,88.62
33418,89.08
33419,89.08
33420,88.16
33421,89.08
33422,88.62
33423,89.08
33424,88.62
33425,88.16
33426,87.7
33427,89.54
33428,88.62
33429,88.62
33431,89.08
33432,89.54
33433,89.54
33434,88.62
33435,87.7
33436,89.54
33437,87.24
33438,88.62
33439,89.08
33440,89.08
33441,89.54
33442,89.08
33443,89.08
33445,89.54
33446,89.54
33447,89.54
33448,89.54
33449,87.7
33451,88.62
33452,88.62
33453,89.08
33454,89.54
33455,89.54
33456,89.08
33457,89.08
33459,89.08
33460,88.62
33461,89.08
33462,88.62
33463,89.08
33464,88.62
33465,89.08
33466,88.62
33467,88.16
33468,87.7
33469,88.16
33470,88.16
33471,87.7
33473,89.08
33474,88.62
33475,88.62
33476,87.7
33477,88.62
33478,88.16
33479,88.16
33480,88.62
33481,92.76
33482,91.84
33483,88.62
33484,87.7
33485,88.62
33487,90.92
33488,88.16
33489,88.16
33490,86.79
33491,92.76
33492,88.16
33494,88.62
33495,88.16
33496,90
33497,86.33
33498,87.7
33499,87.7
33501,88.62
33502,88.62
33503,87.7
33504,87.7
33505,89.08
33506,88.16
33507,87.7
33508,87.7
33509,88.62
33510,86.79
33511,87.7
33512,87.7
33513,88.62
33515,88.16
33516,89.54
33517,88.62
33518,87.7
33519,88.16
33520,89.08
33521,87.7
33522,88.62
33523,86.79
33524,89.54
33525,87.7
33526,88.16
33527,88.62
33529,88.16
33530,88.62
33531,88.62
33532,88.62
33533,86.33
33534,88.62
33536,87.7
33537,88.62
33538,87.7
33539,88.62
33540,88.62
33541,88.16
33543,88.62
33544,86.79
33545,87.7
33546,88.62
33547,88.62
33548,89.54
33549,88.16
33550,88.16
33551,87.7
33552,90.92
33553,87.7
33554,88.16
33555,88.16
33557,92.3
33558,87.7
33559,88.16
33560,88.62
33561,91.84
33562,88.62
33563,88.16
33564,88.16
33565,88.62
33566,88.62
33567,88.16
33568,86.79
33569,87.7
33571,90.92
33572,88.62
33573,87.7
33574,88.16
33575,90
33576,88.62
33577,87.7
33579,88.16
33580,88.16
33581,88.62
33582,88.16
33583,88.16
33585,88.16
33586,88.62
33587,88.16
33588,88.16
33589,88.16
33590,88.16
33591,88.16
33592,87.24
33593,87.7
33594,87.7
33595,88.16
33596,87.7
33597,88.16
33599,90.46
33600,88.62
33601,89.54
33602,89.54
33603,88.62
33604,88.62
33605,88.16
33606,88.62
33607,91.38
33608,88.62
33609,86.79
33610,88.16
33612,90.92
33613,88.62
33614,88.16
33615,88.16
33616,89.54
33617,88.16
33618,87.24
33619,87.7
33620,92.3
33622,88.16
33623,88.62
33624,88.16
33625,87.7
33627,90.46
33628,88.16
33629,88.16
33630,88.16
33631,88.16
33632,88.16
33633,88.16
33634,88.62
33635,91.38
33636,88.16
33637,87.7
33638,87.24
33639,89.08
33641,88.16
33642,87.7
33643,88.16
33644,88.62
33645,88.16
33646,88.16
33647,88.16
33648,88.62
33649,87.7
33650,88.62
33651,88.62
33652,87.7
33654,88.62
33655,86.79
33656,88.62
33657,87.7
33658,87.7
33659,88.16
33660,88.62
33661,87.7
33662,88.62
33664,88.16
33665,88.62
33666,88.62
33667,87.24
33669,87.7
33670,86.79
33671,88.62
33672,91.38
33673,87.7
33674,87.7
33675,88.16
33676,90.46
33677,88.16
33678,88.62
33679,88.16
33680,88.62
33681,87.7
33683,88.62
33684,88.62
33685,89.08
33686,90.46
33687,88.16
33688,88.62
33689,88.16
33690,89.08
33691,87.7
33692,88.62
33693,88.16
33694,91.84
33696,86.79
33697,87.7
33698,88.62
33699,89.08
33700,88.16
33701,88.62
33702,88.16
33703,88.16
33704,87.7
33705,88.16
33707,87.7
33708,88.16
33709,88.16
33711,87.7
33712,88.62
33713,88.62
33714,89.08
33715,88.16
33716,88.62
33717,89.08
33718,88.16
33719,87.7
33720,88.16
33721,88.16
33722,90
33723,87.7
33725,88.16
33726,87.7
33727,89.08
33728,88.16
33729,88.62
33730,87.7
33731,90.92
33732,87.24
33733,88.62
33734,88.16
33735,91.84
33736,88.16
33738,88.16
33739,88.62
33740,88.62
33741,88.62
33742,88.62
33743,88.16
33744,86.79
33745,88.16
33746,88.16
33747,88.62
33748,88.62
33750,90
33751,88.62
33753,87.7
33754,88.16
33755,88.62
33756,88.16
33757,87.7
33758,88.62
33759,89.08
33760,88.16
33761,88.62
33762,88.62
33763,90.46
33764,87.7
33766,88.16
33767,88.16
33768,87.7
33769,87.7
33770,87.7
33771,88.16
33772,91.38
33773,87.7
33774,88.16
33775,88.16
33776,88.16
33777,89.54
33778,88.62
33780,88.16
33781,87.7
33782,86.79
33783,88.16
33784,88.62
33785,88.62
33786,90.92
33787,88.16
33788,88.62
33789,86.79
33790,91.38
33792,87.7
33793,88.16
33795,87.24
33796,88.62
33797,87.7
33798,88.16
33799,88.62
33800,91.84
33801,87.7
33802,88.16
33803,87.7
33804,87.7
33805,87.7
33806,87.24
33808,88.62
33809,87.7
33810,90.46
33811,88.16
33812,87.7
33813,87.7
33814,89.08
33815,88.62
33816,88.16
33817,89.08
33818,89.54
33819,88.62
33820,88.16
33822,87.24
33823,91.84
33824,88.62
33825,88.16
33826,87.7
33827,87.7
33828,88.16
33829,88.62
33830,87.7
33831,88.62
33832,88.16
33833,88.62
33835,87.7
33837,88.62
33838,90
33839,88.62
33840,88.16
33841,88.62
33842,89.08
33843,87.7
33844,88.16
33845,88.16
33846,90.92
33847,88.16
33848,86.79
33850,88.16
33851,90.92
33852,89.54
33853,88.62
33854,88.16
33855,89.08
33856,88.16
33857,87.7
33858,88.16
33859,88.16
33860,87.7
33861,87.7
33862,88.62
33864,87.7
33865,86.79
33866,88.62
33867,88.62
33868,88.16
33869,87.7
33870,88.16
33871,88.16
33872,88.16
33873,90
33874,87.7
33875,87.7
33876,88.16
33879,89.08
33880,86.79
33881,88.62
33882,88.16
33883,91.38
33884,88.16
33885,88.62
33886,88.62
33887,91.38
33888,87.7
33889,88.16
33890,87.7
33892,88.16
33893,87.7
33894,87.7
33895,88.16
33896,88.16
33897,87.24
33898,88.16
33899,88.62
33900,88.62
33901,89.54
33902,88.16
33903,88.16
33904,88.16
33906,88.16
33907,88.62
33908,87.7
33909,86.33
33910,89.54
33911,87.7
33912,87.7
33913,87.7
33914,90
33915,88.62
33916,88.16
33917,87.24
33918,88.62
33921,88.62
33922,88.62
33923,87.7
33924,90.46
33925,89.08
33926,88.62
33927,88.62
33928,87.24
33929,87.7
33930,87.7
33931,88.16
33932,88.16
33934,89.08
33935,88.16
33936,88.16
33937,88.16
33938,90.46
33939,88.16
33940,88.16
33941,87.7
33942,88.62
33943,87.7
33944,87.7
33945,87.7
33946,92.3
33948,88.62
33949,88.62
33950,86.79
33951,87.7
33952,87.7
33953,87.7
33954,88.16
33955,88.16
33956,88.62
33957,88.16
33958,87.7
33959,88.62
33961,89.54
33963,88.16
33964,88.16
33965,88.16
33966,90.46
33967,87.7
33968,87.7
33969,88.16
33970,90
33971,87.7
33972,88.16
33973,87.7
33974,90.46
33976,88.62
33977,86.33
33978,88.62
33979,88.62
33980,87.7
33981,88.16
33982,88.62
33983,88.16
33984,88.16
33985,88.16
33986,87.7
33987,88.16
33988,90.46
33990,87.24
33991,88.16
33992,86.79
33993,89.54
33994,87.7
33995,88.62
33996,88.16
33997,89.54
33998,87.7
33999,87.7
